10,110,210,310,410,510,610,710,810,910
0.04149468860926307,0.08608780017691489,0.09602238269574333,0.09880974486071799,0.09441344890992419,0.10110535365658015,0.10032125012445908,0.09919975754470942,0.10933564561451593,0.11546128586100501
1.7334362174E10,1.6533910852E10,2.0030248703E10,2.2160511299E10,2.4596290395E10,2.6608328122E10,2.9057214569E10,3.406331906E10,3.314514412E10,3.6818347068E10
10,110,210,310,410,510,610,710,810,910
0.04118872293114061,0.09102380546480598,0.09389849099350596,0.10913995076834478,0.09159053203395842,0.09457811598941239,0.0907527901635612,0.08451565108778991,0.0957792460317589,0.0905331833997309
1.6458684858E10,1.5912829151E10,2.0195527111E10,2.2419662648E10,2.3463056365E10,2.4737629979E10,2.6915128678E10,2.9613380754E10,3.350972768E10,3.6133086533E10
10,110,210,310,410,510,610,710,810,910
0.05028546593734648,0.10906747880808139,0.11018210171645865,0.10940284680794941,0.09599980926165964,0.09504667492948403,0.11378635348519582,0.10975275937412507,0.09877028533363598,0.09854107196061347
1.6844530715E10,1.6633322165E10,1.8699777586E10,2.1537165318E10,2.4624200917E10,2.6107094101E10,3.0383413142E10,3.1932136381E10,3.3733518793E10,3.6925648387E10
10,110,210,310,410,510,610,710,810,910
0.04549128581545153,0.09999843462616625,0.0955016061095056,0.10319951416182924,0.08449985260748856,0.09211632668817543,0.1042612052501822,0.10175859404874525,0.1018103208016258,0.08664232960037588
1.6263810646E10,1.7807061469E10,2.0051398615E10,2.1576227685E10,2.3513815448E10,2.5216740017E10,2.7615263943E10,2.9503388318E10,3.4827639822E10,3.7160177384E10
10,110,210,310,410,510,610,710,810,910
0.041944935931189774,0.09605229691676327,0.10436203844377587,0.11209222635047837,0.09795168353549259,0.08835149203931417,0.0925979396617022,0.10942283925002157,0.10042656256093987,0.11039561005051472
1.6980314052E10,1.6077538202E10,1.8778835624E10,2.1371835203E10,2.3138596174E10,2.5472066407E10,2.8491272878E10,3.5204612263E10,3.4766851363E10,3.7088859728E10
